event_id,date,journey_id,step_name,step_type,callers_entered,callers_completed,drop_off_callers,no_match_callers,no_input_callers,transferred_callers,avg_step_seconds
EVT00303,2026-04-02,JRN012,Eligibility or account lookup,Integration,1642,1459,162,14,14,21,96
EVT00304,2026-04-02,JRN012,Self-service resolution,Automation,1459,1313,112,8,5,34,105
EVT00305,2026-04-02,JRN012,Agent transfer,Routing,1313,1204,105,6,2,4,122
EVT00306,2026-04-02,JRN013,Greeting and language,Menu,2666,2484,164,31,77,18,35
EVT00307,2026-04-02,JRN013,Caller authentication,Authentication,2484,2275,194,25,8,15,57
EVT00308,2026-04-02,JRN013,Intent capture,Speech recognition,2275,1902,320,111,87,53,61
EVT00309,2026-04-02,JRN013,Eligibility or account lookup,Integration,1902,1632,260,12,7,10,97
EVT00310,2026-04-02,JRN013,Self-service resolution,Automation,1632,1427,185,19,2,20,109
EVT00311,2026-04-02,JRN013,Agent transfer,Routing,1427,1229,187,13,7,11,122
EVT00312,2026-04-02,JRN014,Greeting and language,Menu,2909,2823,69,12,141,17,24
EVT00313,2026-04-02,JRN014,Intent capture,Speech recognition,2823,2447,307,178,129,69,80
EVT00314,2026-04-02,JRN014,Eligibility or account lookup,Integration,2447,2174,258,26,4,15,75
EVT00315,2026-04-02,JRN014,Self-service resolution,Automation,2174,1965,177,17,8,32,112
EVT00316,2026-04-02,JRN014,Agent transfer,Routing,1965,1763,178,10,12,24,125
EVT00317,2026-04-02,JRN015,Greeting and language,Menu,794,772,19,4,27,3,47
EVT00318,2026-04-02,JRN015,Caller authentication,Authentication,772,725,38,1,3,9,47
EVT00319,2026-04-02,JRN015,Intent capture,Speech recognition,725,652,62,29,27,11,61
EVT00320,2026-04-02,JRN015,Eligibility or account lookup,Integration,652,579,69,6,1,4,89
EVT00321,2026-04-02,JRN015,Self-service resolution,Automation,579,532,39,5,2,8,119
EVT00322,2026-04-02,JRN015,Agent transfer,Routing,532,472,48,1,0,12,123
EVT00323,2026-04-02,JRN016,Greeting and language,Menu,1421,1387,18,14,50,16,36
EVT00324,2026-04-02,JRN016,Intent capture,Speech recognition,1387,1252,116,92,60,19,70
EVT00325,2026-04-02,JRN016,Eligibility or account lookup,Integration,1252,1141,99,10,9,12,106
EVT00326,2026-04-02,JRN016,Self-service resolution,Automation,1141,1052,71,3,5,18,107
EVT00327,2026-04-02,JRN016,Agent transfer,Routing,1052,944,85,5,6,23,125
EVT00328,2026-04-02,JRN017,Greeting and language,Menu,2741,2582,99,29,102,60,44
EVT00329,2026-04-02,JRN017,Intent capture,Speech recognition,2582,2279,260,90,86,43,68
EVT00330,2026-04-02,JRN017,Eligibility or account lookup,Integration,2279,2050,193,24,10,36,88
EVT00331,2026-04-02,JRN017,Self-service resolution,Automation,2050,1827,183,22,13,40,111
EVT00332,2026-04-02,JRN017,Agent transfer,Routing,1827,1666,155,6,3,6,132
EVT00333,2026-04-02,JRN018,Greeting and language,Menu,1342,1290,37,11,48,15,38
EVT00334,2026-04-02,JRN018,Caller authentication,Authentication,1290,1220,59,10,9,11,54
EVT00335,2026-04-02,JRN018,Intent capture,Speech recognition,1220,1101,114,65,46,5,73
EVT00336,2026-04-02,JRN018,Eligibility or account lookup,Integration,1101,999,92,12,9,10,96
EVT00337,2026-04-02,JRN018,Self-service resolution,Automation,999,893,82,3,3,24,117
EVT00338,2026-04-02,JRN018,Agent transfer,Routing,893,806,67,1,6,20,135
EVT00339,2026-04-02,JRN019,Greeting and language,Menu,2916,2682,178,5,78,56,37
EVT00340,2026-04-02,JRN019,Caller authentication,Authentication,2682,2501,166,19,17,15,42
EVT00341,2026-04-02,JRN019,Intent capture,Speech recognition,2501,2185,305,94,74,11,72
EVT00342,2026-04-02,JRN019,Eligibility or account lookup,Integration,2185,1900,277,10,6,8,106
EVT00343,2026-04-02,JRN019,Self-service resolution,Automation,1900,1682,191,6,7,27,106
EVT00344,2026-04-02,JRN019,Agent transfer,Routing,1682,1419,222,4,5,41,129
EVT00345,2026-04-02,JRN020,Greeting and language,Menu,995,970,20,3,36,5,39
EVT00346,2026-04-02,JRN020,Caller authentication,Authentication,970,917,47,8,2,6,59
EVT00347,2026-04-02,JRN020,Intent capture,Speech recognition,917,830,75,36,24,12,76
EVT00348,2026-04-02,JRN020,Eligibility or account lookup,Integration,830,743,68,6,2,19,82
EVT00349,2026-04-02,JRN020,Self-service resolution,Automation,743,674,54,5,2,15,112
EVT00350,2026-04-02,JRN020,Agent transfer,Routing,674,611,58,6,5,5,117
EVT00351,2026-04-02,JRN021,Greeting and language,Menu,3326,3190,54,23,126,82,28
EVT00352,2026-04-02,JRN021,Caller authentication,Authentication,3190,3031,118,17,17,41,52
EVT00353,2026-04-02,JRN021,Intent capture,Speech recognition,3031,2684,312,166,122,35,62
EVT00354,2026-04-02,JRN021,Eligibility or account lookup,Integration,2684,2392,281,8,12,11,97
EVT00355,2026-04-02,JRN021,Self-service resolution,Automation,2392,2130,210,17,17,52,102
EVT00356,2026-04-02,JRN021,Agent transfer,Routing,2130,1961,156,20,8,13,126
EVT00357,2026-04-02,JRN022,Greeting and language,Menu,2532,2471,49,13,105,12,21
EVT00358,2026-04-02,JRN022,Intent capture,Speech recognition,2471,2211,229,158,93,31,82
EVT00359,2026-04-02,JRN022,Eligibility or account lookup,Integration,2211,1992,177,10,12,42,77
EVT00360,2026-04-02,JRN022,Self-service resolution,Automation,1992,1831,131,23,4,30,108
EVT00361,2026-04-02,JRN022,Agent transfer,Routing,1831,1618,186,17,15,27,117
EVT00362,2026-04-02,JRN023,Greeting and language,Menu,1006,966,20,8,38,20,47
EVT00363,2026-04-02,JRN023,Caller authentication,Authentication,966,920,27,10,7,19,38
EVT00364,2026-04-02,JRN023,Intent capture,Speech recognition,920,800,101,55,27,19,60
EVT00365,2026-04-02,JRN023,Eligibility or account lookup,Integration,800,709,78,3,7,13,96
EVT00366,2026-04-02,JRN023,Self-service resolution,Automation,709,649,49,5,5,11,107
EVT00367,2026-04-02,JRN023,Agent transfer,Routing,649,591,49,3,3,9,128
EVT00368,2026-04-02,JRN024,Greeting and language,Menu,1161,1083,51,9,30,27,30
EVT00369,2026-04-02,JRN024,Intent capture,Speech recognition,1083,941,128,59,38,14,51
EVT00370,2026-04-02,JRN024,Eligibility or account lookup,Integration,941,826,105,10,4,10,85
EVT00371,2026-04-02,JRN024,Self-service resolution,Automation,826,735,77,6,5,14,99
EVT00372,2026-04-02,JRN024,Agent transfer,Routing,735,638,86,5,5,11,131
EVT00373,2026-04-02,JRN025,Greeting and language,Menu,3080,2826,210,31,84,44,37
EVT00374,2026-04-02,JRN025,Caller authentication,Authentication,2826,2606,172,33,3,48,48
EVT00375,2026-04-02,JRN025,Intent capture,Speech recognition,2606,2262,323,105,104,21,80
EVT00376,2026-04-02,JRN025,Eligibility or account lookup,Integration,2262,1966,245,10,2,51,74
EVT00377,2026-04-02,JRN025,Self-service resolution,Automation,1966,1735,201,16,12,30,129
EVT00378,2026-04-02,JRN025,Agent transfer,Routing,1735,1530,180,5,5,25,130
EVT00379,2026-04-02,JRN026,Greeting and language,Menu,2792,2693,67,12,134,32,29
EVT00380,2026-04-02,JRN026,Caller authentication,Authentication,2693,2553,95,27,9,45,50
EVT00381,2026-04-02,JRN026,Intent capture,Speech recognition,2553,2256,257,97,96,40,71
EVT00382,2026-04-02,JRN026,Eligibility or account lookup,Integration,2256,1970,232,24,5,54,98
EVT00383,2026-04-02,JRN026,Self-service resolution,Automation,1970,1783,174,22,7,13,120
EVT00384,2026-04-02,JRN026,Agent transfer,Routing,1783,1592,147,13,6,44,134
EVT00385,2026-04-02,JRN027,Greeting and language,Menu,2896,2795,67,10,112,34,35
EVT00386,2026-04-02,JRN027,Caller authentication,Authentication,2795,2636,119,29,7,40,54
EVT00387,2026-04-02,JRN027,Intent capture,Speech recognition,2636,2363,233,191,97,40,64
EVT00388,2026-04-02,JRN027,Eligibility or account lookup,Integration,2363,2122,209,13,20,32,90
EVT00389,2026-04-02,JRN027,Self-service resolution,Automation,2122,1898,183,11,12,41,117
EVT00390,2026-04-02,JRN027,Agent transfer,Routing,1898,1710,182,9,5,6,125
EVT00391,2026-04-02,JRN028,Greeting and language,Menu,3241,3099,127,35,147,15,42
EVT00392,2026-04-02,JRN028,Intent capture,Speech recognition,3099,2724,309,122,90,66,56
EVT00393,2026-04-02,JRN028,Eligibility or account lookup,Integration,2724,2474,237,11,20,13,85
EVT00394,2026-04-02,JRN028,Self-service resolution,Automation,2474,2265,157,12,4,52,116
EVT00395,2026-04-02,JRN028,Agent transfer,Routing,2265,2049,179,9,5,37,130
EVT00396,2026-04-02,JRN029,Greeting and language,Menu,1937,1831,67,22,51,39,27
EVT00397,2026-04-02,JRN029,Caller authentication,Authentication,1831,1774,46,15,15,11,55
EVT00398,2026-04-02,JRN029,Intent capture,Speech recognition,1774,1548,191,115,55,35,83
EVT00399,2026-04-02,JRN029,Eligibility or account lookup,Integration,1548,1383,127,9,8,38,98
EVT00400,2026-04-02,JRN029,Self-service resolution,Automation,1383,1248,113,10,7,22,116
EVT00401,2026-04-02,JRN029,Agent transfer,Routing,1248,1140,91,7,3,17,117
EVT00402,2026-04-02,JRN030,Greeting and language,Menu,2974,2766,163,32,143,45,29
EVT00403,2026-04-02,JRN030,Intent capture,Speech recognition,2766,2315,385,177,96,66,78
EVT00404,2026-04-02,JRN030,Eligibility or account lookup,Integration,2315,2018,276,22,12,21,83
EVT00405,2026-04-02,JRN030,Self-service resolution,Automation,2018,1755,235,6,13,28,126
EVT00406,2026-04-02,JRN030,Agent transfer,Routing,1755,1539,195,14,12,21,127
EVT00407,2026-04-03,JRN001,Greeting and language,Menu,2736,2516,182,28,86,38,46
EVT00408,2026-04-03,JRN001,Caller authentication,Authentication,2516,2343,161,20,4,12,44
EVT00409,2026-04-03,JRN001,Intent capture,Speech recognition,2343,2070,264,164,56,9,50
EVT00410,2026-04-03,JRN001,Eligibility or account lookup,Integration,2070,1807,231,10,12,32,93
EVT00411,2026-04-03,JRN001,Self-service resolution,Automation,1807,1586,177,15,13,44,107
EVT00412,2026-04-03,JRN001,Agent transfer,Routing,1586,1406,168,8,5,12,124
EVT00413,2026-04-03,JRN002,Greeting and language,Menu,1072,1022,30,8,37,20,31
EVT00414,2026-04-03,JRN002,Intent capture,Speech recognition,1022,919,92,54,40,11,66
EVT00415,2026-04-03,JRN002,Eligibility or account lookup,Integration,919,810,87,8,1,22,84
EVT00416,2026-04-03,JRN002,Self-service resolution,Automation,810,736,59,8,5,15,92
EVT00417,2026-04-03,JRN002,Agent transfer,Routing,736,672,60,4,5,4,142
EVT00418,2026-04-03,JRN003,Greeting and language,Menu,563,514,36,6,17,13,39
EVT00419,2026-04-03,JRN003,Intent capture,Speech recognition,514,442,70,31,23,2,74
EVT00420,2026-04-03,JRN003,Eligibility or account lookup,Integration,442,386,49,4,0,7,99
EVT00421,2026-04-03,JRN003,Self-service resolution,Automation,386,337,42,3,0,7,102
EVT00422,2026-04-03,JRN003,Agent transfer,Routing,337,290,43,2,1,4,131
EVT00423,2026-04-03,JRN004,Greeting and language,Menu,3719,3477,198,27,163,44,30
EVT00424,2026-04-03,JRN004,Caller authentication,Authentication,3477,3223,209,13,13,45,41
EVT00425,2026-04-03,JRN004,Intent capture,Speech recognition,3223,2809,386,231,124,28,75
EVT00426,2026-04-03,JRN004,Eligibility or account lookup,Integration,2809,2447,348,6,6,14,94
EVT00427,2026-04-03,JRN004,Self-service resolution,Automation,2447,2138,282,25,16,27,106
EVT00428,2026-04-03,JRN004,Agent transfer,Routing,2138,1872,226,5,17,40,124
EVT00429,2026-04-03,JRN005,Greeting and language,Menu,685,665,12,4,20,8,31
EVT00430,2026-04-03,JRN005,Caller authentication,Authentication,665,625,30,2,3,10,58
EVT00431,2026-04-03,JRN005,Intent capture,Speech recognition,625,559,51,25,17,15,86
EVT00432,2026-04-03,JRN005,Eligibility or account lookup,Integration,559,498,58,2,2,3,97
EVT00433,2026-04-03,JRN005,Self-service resolution,Automation,498,459,35,5,0,4,114
EVT00434,2026-04-03,JRN005,Agent transfer,Routing,459,414,41,1,3,4,115
EVT00435,2026-04-03,JRN006,Greeting and language,Menu,1660,1584,60,17,63,16,39
EVT00436,2026-04-03,JRN006,Caller authentication,Authentication,1584,1509,45,14,7,30,50
EVT00437,2026-04-03,JRN006,Intent capture,Speech recognition,1509,1351,146,59,51,12,79
EVT00438,2026-04-03,JRN006,Eligibility or account lookup,Integration,1351,1194,139,10,11,18,91
EVT00439,2026-04-03,JRN006,Self-service resolution,Automation,1194,1077,98,3,9,19,116
EVT00440,2026-04-03,JRN006,Agent transfer,Routing,1077,992,78,8,4,7,120
EVT00441,2026-04-03,JRN007,Greeting and language,Menu,1809,1665,110,17,86,34,44
EVT00442,2026-04-03,JRN007,Caller authentication,Authentication,1665,1553,102,15,12,10,71
EVT00443,2026-04-03,JRN007,Intent capture,Speech recognition,1553,1328,198,59,38,27,66
EVT00444,2026-04-03,JRN007,Eligibility or account lookup,Integration,1328,1123,180,4,5,25,90
EVT00445,2026-04-03,JRN007,Self-service resolution,Automation,1123,993,108,2,1,22,107
EVT00446,2026-04-03,JRN007,Agent transfer,Routing,993,864,116,10,6,13,113
EVT00447,2026-04-03,JRN008,Greeting and language,Menu,2053,1962,53,18,86,38,42
EVT00448,2026-04-03,JRN008,Intent capture,Speech recognition,1962,1736,181,83,74,45,63
EVT00449,2026-04-03,JRN008,Eligibility or account lookup,Integration,1736,1525,175,19,12,36,92
EVT00450,2026-04-03,JRN008,Self-service resolution,Automation,1525,1381,137,6,6,7,110
EVT00451,2026-04-03,JRN008,Agent transfer,Routing,1381,1239,124,13,4,18,119
EVT00452,2026-04-03,JRN009,Greeting and language,Menu,2275,2128,94,24,88,53,45
EVT00453,2026-04-03,JRN009,Caller authentication,Authentication,2128,1984,94,7,17,50,60
EVT00454,2026-04-03,JRN009,Intent capture,Speech recognition,1984,1763,207,118,52,14,69
EVT00455,2026-04-03,JRN009,Eligibility or account lookup,Integration,1763,1561,162,4,13,40,106
EVT00456,2026-04-03,JRN009,Self-service resolution,Automation,1561,1411,122,18,2,28,99
EVT00457,2026-04-03,JRN009,Agent transfer,Routing,1411,1278,107,8,8,26,129
EVT00458,2026-04-03,JRN010,Greeting and language,Menu,1777,1687,69,19,87,21,37
EVT00459,2026-04-03,JRN010,Intent capture,Speech recognition,1687,1478,176,65,45,33,70
EVT00460,2026-04-03,JRN010,Eligibility or account lookup,Integration,1478,1343,130,4,12,5,87
EVT00461,2026-04-03,JRN010,Self-service resolution,Automation,1343,1223,106,3,2,14,109
EVT00462,2026-04-03,JRN010,Agent transfer,Routing,1223,1095,105,5,10,23,119
EVT00463,2026-04-03,JRN011,Greeting and language,Menu,2390,2339,44,13,70,7,40
EVT00464,2026-04-03,JRN011,Caller authentication,Authentication,2339,2246,71,19,14,22,48
EVT00465,2026-04-03,JRN011,Intent capture,Speech recognition,2246,2002,237,89,59,7,71
EVT00466,2026-04-03,JRN011,Eligibility or account lookup,Integration,2002,1769,187,11,10,46,97
EVT00467,2026-04-03,JRN011,Self-service resolution,Automation,1769,1625,125,5,10,19,101
EVT00468,2026-04-03,JRN011,Agent transfer,Routing,1625,1471,119,16,4,35,136
EVT00469,2026-04-03,JRN012,Greeting and language,Menu,1623,1553,39,16,73,31,52
EVT00470,2026-04-03,JRN012,Caller authentication,Authentication,1553,1450,72,11,5,31,53
EVT00471,2026-04-03,JRN012,Intent capture,Speech recognition,1450,1295,144,95,64,11,67
EVT00472,2026-04-03,JRN012,Eligibility or account lookup,Integration,1295,1169,107,14,6,19,92
EVT00473,2026-04-03,JRN012,Self-service resolution,Automation,1169,1060,84,11,2,25,109
EVT00474,2026-04-03,JRN012,Agent transfer,Routing,1060,946,100,3,2,14,132
EVT00475,2026-04-03,JRN013,Greeting and language,Menu,2775,2580,170,18,106,25,35
EVT00476,2026-04-03,JRN013,Caller authentication,Authentication,2580,2378,154,21,11,48,60
EVT00477,2026-04-03,JRN013,Intent capture,Speech recognition,2378,2018,308,117,65,52,76
EVT00478,2026-04-03,JRN013,Eligibility or account lookup,Integration,2018,1750,248,23,3,20,95
EVT00479,2026-04-03,JRN013,Self-service resolution,Automation,1750,1513,205,14,1,32,108
EVT00480,2026-04-03,JRN013,Agent transfer,Routing,1513,1313,195,3,2,5,117
EVT00481,2026-04-03,JRN014,Greeting and language,Menu,3505,3314,146,26,154,45,21
EVT00482,2026-04-03,JRN014,Intent capture,Speech recognition,3314,2915,333,158,130,66,78
EVT00483,2026-04-03,JRN014,Eligibility or account lookup,Integration,2915,2592,254,14,22,69,90
EVT00484,2026-04-03,JRN014,Self-service resolution,Automation,2592,2417,168,26,12,7,125
EVT00485,2026-04-03,JRN014,Agent transfer,Routing,2417,2190,179,6,4,48,132
EVT00486,2026-04-03,JRN015,Greeting and language,Menu,838,801,31,7,29,6,27
EVT00487,2026-04-03,JRN015,Caller authentication,Authentication,801,756,42,5,3,3,55
EVT00488,2026-04-03,JRN015,Intent capture,Speech recognition,756,686,62,27,32,8,80
EVT00489,2026-04-03,JRN015,Eligibility or account lookup,Integration,686,614,70,2,2,2,97
EVT00490,2026-04-03,JRN015,Self-service resolution,Automation,614,572,39,4,2,3,121
EVT00491,2026-04-03,JRN015,Agent transfer,Routing,572,520,47,6,4,5,133
EVT00492,2026-04-03,JRN016,Greeting and language,Menu,1699,1643,47,6,58,9,30
EVT00493,2026-04-03,JRN016,Intent capture,Speech recognition,1643,1482,144,55,58,17,79
EVT00494,2026-04-03,JRN016,Eligibility or account lookup,Integration,1482,1329,133,13,8,20,81
EVT00495,2026-04-03,JRN016,Self-service resolution,Automation,1329,1207,89,10,4,33,114
EVT00496,2026-04-03,JRN016,Agent transfer,Routing,1207,1069,110,4,9,28,115
EVT00497,2026-04-03,JRN017,Greeting and language,Menu,2889,2744,114,18,80,31,26
EVT00498,2026-04-03,JRN017,Intent capture,Speech recognition,2744,2455,230,116,75,59,74
EVT00499,2026-04-03,JRN017,Eligibility or account lookup,Integration,2455,2188,208,15,4,59,91
EVT00500,2026-04-03,JRN017,Self-service resolution,Automation,2188,2002,174,4,3,12,101
EVT00501,2026-04-03,JRN017,Agent transfer,Routing,2002,1790,174,22,2,38,132
EVT00502,2026-04-03,JRN018,Greeting and language,Menu,1540,1462,55,11,69,23,39
EVT00503,2026-04-03,JRN018,Caller authentication,Authentication,1462,1373,67,13,9,22,48
EVT00504,2026-04-03,JRN018,Intent capture,Speech recognition,1373,1221,141,62,39,11,82
EVT00505,2026-04-03,JRN018,Eligibility or account lookup,Integration,1221,1084,116,2,6,21,83
EVT00506,2026-04-03,JRN018,Self-service resolution,Automation,1084,974,95,10,5,15,104
EVT00507,2026-04-03,JRN018,Agent transfer,Routing,974,885,77,2,4,12,135
EVT00508,2026-04-03,JRN019,Greeting and language,Menu,3030,2776,185,28,80,69,38
EVT00509,2026-04-03,JRN019,Caller authentication,Authentication,2776,2540,193,31,13,43,51
EVT00510,2026-04-03,JRN019,Intent capture,Speech recognition,2540,2205,303,168,111,32,74
EVT00511,2026-04-03,JRN019,Eligibility or account lookup,Integration,2205,1901,270,17,7,34,102
EVT00512,2026-04-03,JRN019,Self-service resolution,Automation,1901,1714,179,15,14,8,112
EVT00513,2026-04-03,JRN019,Agent transfer,Routing,1714,1483,221,17,14,10,123
EVT00514,2026-04-03,JRN020,Greeting and language,Menu,948,918,25,10,43,5,36
EVT00515,2026-04-03,JRN020,Caller authentication,Authentication,918,868,34,9,5,16,44
EVT00516,2026-04-03,JRN020,Intent capture,Speech recognition,868,778,77,58,41,13,63
EVT00517,2026-04-03,JRN020,Eligibility or account lookup,Integration,778,682,82,2,3,14,83
EVT00518,2026-04-03,JRN020,Self-service resolution,Automation,682,616,51,8,3,15,103
EVT00519,2026-04-03,JRN020,Agent transfer,Routing,616,553,61,1,2,2,133
EVT00520,2026-04-03,JRN021,Greeting and language,Menu,2960,2860,90,14,121,10,35
EVT00521,2026-04-03,JRN021,Caller authentication,Authentication,2860,2700,118,17,8,42,50
EVT00522,2026-04-03,JRN021,Intent capture,Speech recognition,2700,2406,234,102,131,60,59
EVT00523,2026-04-03,JRN021,Eligibility or account lookup,Integration,2406,2177,202,28,21,27,89
EVT00524,2026-04-03,JRN021,Self-service resolution,Automation,2177,1977,193,16,3,7,101
EVT00525,2026-04-03,JRN021,Agent transfer,Routing,1977,1801,163,17,15,13,126
EVT00526,2026-04-03,JRN022,Greeting and language,Menu,2755,2647,60,16,120,48,43
EVT00527,2026-04-03,JRN022,Intent capture,Speech recognition,2647,2301,291,141,97,55,71
EVT00528,2026-04-03,JRN022,Eligibility or account lookup,Integration,2301,2048,223,17,11,30,95
EVT00529,2026-04-03,JRN022,Self-service resolution,Automation,2048,1829,171,15,18,48,98
EVT00530,2026-04-03,JRN022,Agent transfer,Routing,1829,1671,148,14,5,10,130
EVT00531,2026-04-03,JRN023,Greeting and language,Menu,1065,1019,32,3,37,14,32
EVT00532,2026-04-03,JRN023,Caller authentication,Authentication,1019,959,42,4,4,18,56
